Municipio;Tipologia;Classificazione;Denominazione;Indirizzo;Singole;Doppie;Triple;Quadruple;Quintuple;Sestuple;Totale camere;Posti letto;Unita abitative;Posti letto unita abitative
Municipio I (ex Mun I);Albergo;1 Stella;THE OPERA HOTEL;VIA NAZIONALE, 36;2;10;1;0;0;0;13;25;0;0
Municipio I (ex Mun I);Albergo;1 Stella;Tizi;VIA COLLINA, 48;4;5;0;0;0;0;9;14;0;0
Municipio I (ex Mun I);Albergo;1 Stella;TOKIO;VIA MARSALA, 64;2;3;0;0;0;0;5;8;0;0
Municipio I (ex Mun I);Albergo;1 Stella;URBANA 50;VIA URBANA, 50;3;3;1;0;0;0;7;12;0;0
Municipio I (ex Mun I);Albergo;1 Stella;VIA FIRENZE 43 RESORT;VIA FIRENZE, 43;2;8;0;0;0;0;10;18;0;0
Municipio I (ex Mun I);Albergo;1 Stella;VIENNESE;VIA MARSALA, 64;1;5;1;0;0;0;7;14;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;ABERDEEN;VIA FIRENZE, 48;10;22;5;0;0;0;37;69;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;Albergo Colonna Suite del Parlamento;VIA DELLA COLONNA ANTONINA, 41;1;3;3;0;0;0;7;16;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;ALTAVILLA;VIA PRINCIPE AMEDEO, 9;6;8;1;0;0;0;15;25;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;AL VIMINALE HILL INN & HOTEL;VIA DEL VIMINALE, 38;0;9;0;0;0;0;9;18;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;ANAHI;VIA DELLA PENNA, 65;9;8;0;0;0;0;17;25;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;AQUARIUM;PIAZZA MANFREDO FANTI, 10;0;19;4;0;0;0;23;50;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;ARENULA;VIA DI S. MARIA DE' CALDERARI, 47;9;32;9;0;0;0;50;100;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;ARISTOTELE;VIA PALESTRO, 87;7;3;1;0;0;0;11;16;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;ARTORIUS;VIA DEL BOSCHETTO, 13;2;6;2;0;0;0;10;20;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;AZZURRA;VIA DEL BOCCACCIO, 25;2;2;3;1;0;0;8;19;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;BALTIC;VIA VENTI SETTEMBRE, 89;2;10;1;0;0;0;13;25;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;BEAUTIFUL;VIA MILAZZO, 8;7;5;1;0;0;0;13;20;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;BERGAMO;VIA GIOBERTI, 30;3;11;0;0;0;0;14;25;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;BOLOGNESE;VIA PALESTRO, 15;5;7;2;0;0;0;14;25;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;BRUNA;VIA MARGHERA, 13;4;13;1;0;0;0;18;33;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;CAPITOL;VIA GIOVANNI AMENDOLA, 85;6;27;12;5;0;0;50;115;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;CASALI;VIA GIOVANNI AMENDOLA, 95;5;3;18;2;0;0;28;73;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;CAVOUR;VIA CAVOUR, 47;9;19;4;4;1;0;37;80;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;CHARTER;VIA GIOBERTI, 30;3;11;0;0;0;0;14;25;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;CISTERNA TRASTEVERE;VIA DELLA CISTERNA, 7;1;12;6;0;0;0;19;43;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;CLARIN;VIA PALERMO, 36;4;8;8;0;0;0;20;44;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;CONCORDE;VIA GIOVANNI AMENDOLA, 95;8;17;14;0;0;0;39;84;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;CONTINENTALE;VIA PALESTRO, 49;1;11;10;3;0;0;25;65;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;CORALLO;VIA PALESTRO, 44;7;9;0;0;0;0;16;25;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;CROCE DI MALTA;VIA BORGOGNONA, 28;10;14;0;1;0;0;25;42;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;DEI MILLE;VIA DEI MILLE, 7/B;15;30;5;0;0;0;50;90;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;DEMETRA CAPITOLINA;VIA PRINCIPE AMEDEO, 58;1;12;0;0;0;0;13;25;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;DOGE;VIA DEI DUE MACELLI, 106;1;9;2;0;0;0;12;25;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;DOMUS MEA;VIA CALATAFIMI, 31;10;10;4;0;0;0;24;42;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;DUCALE;VIA ACHILLE GRANDI, 2;3;4;0;0;0;0;7;11;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;ELITE;VIA FRANCESCO CRISPI, 49;10;8;4;0;0;0;22;38;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;ERCOLI;VIA COLLINA, 48;1;7;5;1;0;0;14;34;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;ESPOSIZIONE;VIA NAZIONALE, 69;2;1;2;1;1;0;7;19;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;ESPOSIZIONE 2;VIA NAZIONALE, 66;3;4;3;0;0;0;10;20;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;ESPOSIZIONE 3;VIA NAZIONALE, 66;2;5;3;0;0;0;10;21;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;ESQUILINO;PIAZZA DELL'ESQUILINO, 29;0;11;1;0;0;0;12;25;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;EVEREST;VIA CAVOUR, 47;3;3;2;2;0;0;10;23;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;EVEREST INN ROME;VIA NAZIONALE, 243;5;5;3;0;0;0;13;24;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;FENICIA;VIA MILAZZO, 20;2;7;2;0;0;0;11;22;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;FERRARESE;VIA PRINCIPE AMEDEO, 76;2;9;9;4;0;0;24;63;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;FERRARI;VIA GIOVANNI AMENDOLA, 95;3;1;9;3;0;0;16;44;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;FIORI;VIA NAZIONALE, 163;2;8;2;0;0;0;12;24;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;FIRENZE;VIA DEI DUE MACELLI, 106;7;9;0;0;0;0;16;25;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;FLAVIA;VIA FLAVIA, 38;2;21;4;0;0;0;27;56;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;GALLI;VIA MILAZZO, 20;2;8;1;1;0;0;12;25;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;GIORGINA;VIA PRINCIPE AMEDEO, 67;5;16;6;5;4;0;36;95;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;GIOTTO FLAVIA;VIA FLAVIA, 84;5;9;0;0;0;0;14;23;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;GIUBILEO;VIA CARLO ALBERTO, 13;9;8;0;0;0;0;17;25;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;GIULIANA;VIA AGOSTINO DEPRETIS, 70;1;10;0;0;0;0;11;21;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;GOLDEN;VIA MARCHE, 84;4;7;2;0;0;0;13;24;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;GRIFO;VIA DEL BOSCHETTO, 144;11;6;2;0;0;0;19;29;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;HOLLYWOOD STELLA ELSA;VIA PRINCIPE AMEDEO, 79;9;8;0;0;0;0;17;25;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;Hotel 4 Coronati;VIA DI S. GIOVANNI IN LATERANO, 262;1;7;1;0;0;0;9;18;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;HOTEL 900 LIBERTY;CORSO VITTORIO EMANUELE II, 294;3;3;0;1;0;0;7;13;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;HOTEL ACROPOLI;VIA PRINCIPE AMEDEO, 63;14;11;12;15;0;0;52;132;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;HOTEL ANACAPRI;VIA MAGENTA, 13;1;4;2;0;0;0;7;15;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;hotel Carmen;VIA GIOVANNI AMENDOLA, 77;0;6;2;0;0;0;8;18;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;"HOTEL  ""CASA LINA""";VIA VENEZIA, 15;3;5;0;0;0;0;8;13;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;HOTEL CHICAGO;VIA GIOBERTI, 63;1;8;0;0;0;0;9;17;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;HOTEL CORTORILLO;VIA PRINCIPE AMEDEO, 79/A;3;11;0;0;0;0;14;25;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;Hotel Dell'Urbe;VIA DEI MILLE, 27/A;1;5;2;0;0;0;8;17;8;17
Municipio I (ex Mun I);Albergo;2 Stelle;HOTEL DE MONTI;VIA PANISPERNA, 95;1;6;0;0;0;0;7;13;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;HOTEL DES ARTISTES;VIA VILLAFRANCA, 22;6;27;18;5;2;0;58;144;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;Hotel Divine Rome;VIA MAGENTA, 13;3;2;2;0;0;0;7;13;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;HOTEL DOMUS TIBERINA;VIA IN PISCINULA, 37;7;3;0;0;0;0;10;13;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;HOTEL ERDARELLI;VIA DEI DUE MACELLI, 28;1;17;4;1;0;0;23;51;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;HOTEL ESPANA;VIA LUIGI LUZZATTI, 21;5;6;0;0;0;0;11;17;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;HOTEL FERRARO;VIA CAVOUR, 266;4;4;2;0;0;0;10;18;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;HOTEL GORDON 1;VIA GIOVANNI GIOLITTI, 413;3;7;0;0;0;0;10;17;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;HOTEL MARCANTONIO;VIA CAVOUR, 47;5;14;4;0;1;0;24;50;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;HOTEL MARYELEN 2;VIA PRINCIPE AMEDEO, 87/B;2;5;0;0;0;0;7;12;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;HOTEL MIRAGE;VIA MILAZZO, 4;5;9;0;0;0;0;14;23;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;HOTEL ORBIS;VIA PRINCIPE AMEDEO, 62;2;5;1;1;0;0;9;19;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;hotel positano new;VIA PALESTRO, 49;4;4;2;0;0;0;10;18;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;HOTEL SANTA PRISCA;LARGO MANLIO GELSOMINI, 25;9;40;0;0;0;0;49;89;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;HOTEL SEILER;VIA FIRENZE, 48;9;13;7;1;0;0;30;60;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;HOTEL SKY ROMA;VIA NAPOLEONE III, 75;3;5;0;0;0;0;8;13;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;HOTEL SUITE CAESAR;VIA MILAZZO, 14;3;3;3;0;0;0;9;18;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;HOTEL TERMINI;VIA GIOVANNI AMENDOLA, 77;1;6;1;0;0;0;8;16;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;HOTEL TRE STELLE;VIA SAN MARTINO DELLA BATTAGLIA, 11;13;22;6;0;0;0;41;75;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;ITALIA;VIA VENEZIA, 18;8;12;3;0;0;0;23;41;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;KENNEDY II;VIA FILIPPO TURATI, 62;2;8;1;1;0;0;12;25;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;LABELLE;VIA CAVOUR, 310;1;4;4;1;0;0;10;25;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;LACHEA;VIA SAN MARTINO DELLA BATTAGLIA, 11;2;5;2;1;0;0;10;22;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;LA LOCANDA DEL MANZONI;VIA CARLO EMANUELE I, 14;8;3;0;0;0;0;11;14;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;LELLA;VIA PALESTRO, 9;7;6;0;0;0;0;13;19;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;LIGURE;VIA CASTELFIDARDO, 55;6;16;4;0;0;0;26;50;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;LIVING ROOM;VIA SOLFERINO, 9;1;2;6;0;0;0;9;23;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;LOUISIANA;VIA FLAVIA, 84;7;9;0;0;0;0;16;25;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;LUCIANI;VIA MILAZZO, 8;12;14;7;11;0;0;44;105;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;LUSSEMBURGO;VIA BIXIO, 70;3;5;1;0;0;0;9;16;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;LUZZATTI;VIA LUIGI LUZZATTI, 3;2;8;4;0;0;0;14;38;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;MAGIC;VIA MILAZZO, 20;2;4;3;1;0;0;10;23;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;MANZONI;VIA BALILLA, 1;6;7;0;0;0;0;13;20;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;MARECHIARO;VIA GIOBERTI, 30;1;5;12;0;0;0;18;47;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;MARGARET;VIA ANTONIO SALANDRA, 6;2;6;2;1;0;0;11;24;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;MARIO DE' FIORI;VIA MARIO DE FIORI, 37;1;2;4;0;0;0;7;17;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;MARSALA;VIA MARSALA, 36;15;31;13;0;0;0;59;116;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;MELTING POT ROME;VIA LUIGI PIANCIANI, 17;2;5;2;1;0;0;10;22;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;MERIDIANA;VIA CALATAFIMI, 38;1;10;1;0;0;0;12;24;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;MICHIGAN - Chiuso;VIA NAZIONALE, 66;0;3;2;2;0;0;7;20;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;MILAZZO;VIA MILAZZO, 3;1;10;0;0;0;0;11;21;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;NARDIZZI AMERICANA;VIA FIRENZE, 38;2;22;3;0;0;0;27;52;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;OCEANIA;VIA FIRENZE, 38;1;2;6;0;0;0;9;23;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;ORLANDA;VIA PRINCIPE AMEDEO, 76;1;8;0;0;0;0;9;17;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;PABA;VIA CAVOUR, 266;0;2;4;1;0;0;7;20;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;PANDA;VIA DELLA CROCE, 35;18;8;2;0;0;0;28;40;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;PAPA GERMANO;VIA CALATAFIMI, 14;2;6;9;0;0;0;17;41;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;PARLAMENTO;VIA DELLE CONVERTITE, 5;4;13;3;3;0;0;23;51;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;PIAVE;VIA PIAVE, 14;0;9;2;0;0;0;11;24;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;PLANET;VIA MILAZZO, 3;3;11;0;0;0;0;14;25;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;POMEZIA;VIA DEI CHIAVARI, 12;4;16;5;0;0;0;25;51;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;PRIMAVERA;PIAZZA DI S. PANTALEO, 3;2;8;5;0;0;0;15;33;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;PRINCIPE AMEDEO;VIA PRINCIPE AMEDEO, 2;2;8;2;0;0;0;12;24;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;QUIRINALE LUXURY ROOMS;VIA VENTIQUATTRO MAGGIO, 51;0;6;1;1;0;0;8;19;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;QUISISANA;VIA FILIPPO TURATI, 37;4;13;18;1;0;0;36;88;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;ROBINSON;VIA MILAZZO, 3;1;6;1;1;0;0;9;20;1;20
Municipio I (ex Mun I);Albergo;2 Stelle;ROMANO;LARGO CORRADO RICCI, 32;5;1;10;0;0;0;16;37;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;ROMANTICA;VIA PRINCIPE AMEDEO, 77;4;10;0;0;0;0;14;24;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;ROMA TRASTEVERE;VIALE DI TRASTEVERE, 249;22;53;6;0;0;0;81;146;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;RUBINO;VIA MILAZZO, 3;1;8;2;0;0;0;11;23;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;SAN SILVESTRO;VIA DEL GAMBERO, 3;17;4;0;0;0;0;21;25;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;SANTA PRASSEDE;VIA DI S. PRASSEDE, 25;8;12;0;0;0;0;20;32;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;SATURNIA;VIA RUINAGLIA, 4;12;5;1;0;0;0;18;25;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;SHEMESH;VIA ZUCCHELLI, 20;3;0;3;3;0;0;9;24;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;SOLE;VIA DEL BISCIONE, 76;17;24;14;4;0;0;59;123;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;STELLA;VIA CASTELFIDARDO, 51;5;20;9;4;0;0;38;88;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;SUISSE;VIA GREGORIANA, 54;2;8;2;0;0;0;12;24;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;SWEET HOME;VIA PRINCIPE AMEDEO, 47;2;10;1;0;0;0;13;25;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;TAORMINA;VIA PRINCIPE EUGENIO, 49;15;39;2;0;0;0;56;99;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;TEMPIO DI PALLADE;VIA GIOVANNI GIOLITTI, 425;2;26;12;1;0;0;41;94;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;TETI;VIA PRINCIPE AMEDEO, 76;3;7;1;1;0;0;12;24;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;TEXAS SEVEN HILLS;VIA FIRENZE, 47;5;11;2;0;0;0;18;33;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;THE RELAXING HOTEL;VIA CAVOUR, 261;1;2;4;0;0;0;7;17;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;TOURING;VIA PRINCIPE AMEDEO, 2;13;11;6;0;0;0;30;53;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;TRASTEVERE;VIA LUCIANO MANARA, 24;2;5;1;1;0;0;9;19;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;URBIS;VIA MARGHERA, 13;3;8;0;0;0;0;11;19;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;VANITY HOTEL NAVONA SUITE;VIA GIUSEPPE ZANARDELLI, 36;0;8;1;0;0;0;9;19;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;VENTURA;VIA PALESTRO, 88;2;10;1;0;0;0;13;25;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;VIRGINIA;VIA MONTEBELLO, 94;1;6;1;0;0;0;8;16;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;WASHINGTON;VIA GIOVANNI AMENDOLA, 77;2;8;1;1;0;0;12;25;0;0
Municipio I (ex Mun I);Albergo;2 Stelle;WELROME;VIA CALATAFIMI, 15;0;4;2;1;0;0;7;18;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;939 HOTEL;VIA DEL CLEMENTINO, 94;10;4;2;0;0;0;16;24;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;ACCADEMIA;PIAZZA DELL'ACCADEMIA DI S. LUCA, 75;13;34;23;3;1;0;74;167;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;ADRIANO;VIA DI PALLACORDA, 2;6;51;9;14;0;0;80;191;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;ALBERGO ABRUZZI;PIAZZA DELLA ROTONDA, 69;2;10;6;1;0;0;19;44;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;ALBERGO DEL SENATO;PIAZZA DELLA ROTONDA, 73;4;34;12;6;0;0;56;132;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;ALBERGO FLAVIO;VIA MAMIANI, 28;1;4;4;1;0;0;10;25;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;ALBERGO MONTECARLO;VIA PALESTRO, 17/A;5;20;19;2;0;0;46;110;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;ALBERGO *SCOTT HOUSE*;VIA GIOBERTI, 30;6;3;24;1;0;0;34;88;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;ALEXANDRA;VIA VITTORIO VENETO, 18;15;30;11;0;0;0;56;108;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;AMALFI;VIA MERULANA, 278;6;12;4;0;0;0;22;42;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;ANDREOTTI;VIA CASTELFIDARDO, 55;10;38;5;0;0;0;53;101;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;ANFITEATRO FLAVIO;VIA DEI SERPENTI, 130;8;6;3;0;0;0;18;29;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;Antica Dimora delle Cinque Lune;VIA GIUSEPPE ZANARDELLI, 23;0;14;1;0;0;0;15;31;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;ARGENTINA;VIA CAVOUR, 47;6;8;1;0;0;0;15;25;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;ASSISI;VIA DEI MILLE, 27/A;4;11;3;0;0;0;18;35;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;ASTORIA GARDEN;VIA VITTORIO BACHELET, 8;5;22;4;2;0;0;33;69;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;AUGUSTEA;VIA NAZIONALE, 251;2;5;7;5;1;0;20;58;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;AVENTINO;VIA DI S. DOMENICO, 10;0;11;9;1;0;0;21;53;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;BARRETT;VIA DI TORRE ARGENTINA, 47;0;11;9;0;0;0;20;49;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;BLED;VIA DI S. CROCE IN GERUSALEMME, 40;7;19;11;0;0;0;37;78;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;"""BORROMEO""";VIA CAVOUR, 117;8;18;5;0;1;0;32;64;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;CAMBRIDGE;VIA PALESTRO, 87;10;29;6;0;0;0;45;86;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;CAMELIA;VIA GOITO, 36;10;27;3;0;0;0;40;73;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;CANOVA;VIA URBANA, 9;2;18;0;1;0;0;21;42;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;CARACCIOLO;VIA CAIROLI, 86;3;11;0;0;0;0;14;25;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;CECIL;VIA FRANCESCO CRISPI, 55;11;9;14;7;0;0;41;99;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;CENTER 1;VIA GIOVANNI GIOLITTI, 433;3;7;13;22;0;0;45;144;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;CENTER  2;VIA GIOVANNI GIOLITTI, 441;0;30;19;1;0;0;50;121;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;CENTER 3;VIA ACHILLE GRANDI, 7;1;15;13;0;0;0;29;70;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;CENTRALE;VIA LAURINA, 34;9;8;4;0;0;0;21;37;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;CENTRO;VIA FIRENZE, 12;12;24;3;0;0;0;39;69;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;CESARI;VIA DI PIETRA, 89;6;37;5;0;0;0;48;95;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;CITY NOVA;VIA DEI DUE MACELLI, 97;7;12;12;2;0;0;33;75;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;COLOSSEUM;VIA SFORZA, 8;3;35;8;0;0;0;46;97;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;COLUMBIA;VIA DEL VIMINALE, 15;2;33;10;0;0;0;45;98;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;CONCORDIA;VIA DI CAPO LE CASE, 14;1;22;1;0;0;0;24;48;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;CONDOTTI;VIA MARIO DE FIORI, 37;4;8;2;2;0;0;16;34;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;CONTILIA;VIA PRINCIPE AMEDEO, 79;7;37;17;0;0;0;61;132;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;CORONA;VIA NAPOLI, 3;13;36;4;6;2;0;61;131;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;CORTINA;VIA NAZIONALE, 18;5;7;2;0;0;0;14;25;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;CROSTI HOTEL;VIA CASTELFIDARDO, 54;4;10;0;0;0;0;14;24;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;DEL CORSO;VIA DEL CORSO, 79;11;7;0;0;0;0;18;25;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;DELLA TORRE ARGENTINA;CORSO VITTORIO EMANUELE II, 102;10;42;5;2;0;0;59;117;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;DELLE REGIONI;VIA ZUCCHELLI, 1;1;10;0;0;0;0;11;21;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;DINA;VIA PRINCIPE AMEDEO, 62;5;25;7;6;0;0;43;100;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;DOLOMITI;VIA SAN MARTINO DELLA BATTAGLIA, 11;4;12;4;2;0;0;22;48;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;DOMUS AUREA;VIA VOLTURNO, 32;11;38;0;0;0;0;49;87;0;0
Municipio I (ex Mun I);Albergo;3 Stelle;DOMUS AVENTINA;VIA DI S. PRISCA, 11;4;16;6;0;0;0;26;54;0;0
